bucket,brand_existing,model_existing,first_year_existing,source_existing,brand_catalog,model_catalog,model_id_catalog,first_year_catalog,year_basis,confidence,sources_catalog,note,reviewer_decision
CATALOG_ONLY,,,,,Bataleon,Blow,bataleon--blow,2018,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,Boss,bataleon--boss,2014,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,Camel Toe,bataleon--camel-toe,2013,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,Cameleon,bataleon--cameleon,2025,introduced,verified,https://bataleon.com/pages/board-archive | https://bataleon.com/collections/all-snowboards,,
CATALOG_ONLY,,,,,Bataleon,Carver,bataleon--carver,2017,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,Chaser,bataleon--chaser,2019,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,Cruiser,bataleon--cruiser,2023,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,Disaster,bataleon--disaster,2012,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,Distortia,bataleon--distortia,2008,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,Enemy,bataleon--enemy,2005,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,Evil Twin,bataleon--evil-twin,2006,introduced,verified,https://bataleon.com/pages/board-archive | https://whitelines.com/snowboard-gear/bataleon-evil-twin-snowboard.html,,
CATALOG_ONLY,,,,,Bataleon,Evil Twin Asymmetrical,bataleon--evil-twin-asymmetrical,2015,introduced,verified,https://bataleon.com/pages/board-archive | https://thegoodride.com/snowboard-reviews/bataleon-evil-twin-asymetrical-snowboard-review/,,
CATALOG_ONLY,,,,,Bataleon,Feelbetter,bataleon--feelbetter,2009,introduced,verified,https://bataleon.com/pages/board-archive | https://bataleon.com/collections/all-snowboards,,
CATALOG_ONLY,,,,,Bataleon,Fun.Kink,bataleon--fun-kink,2008,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,Global Warmer,bataleon--global-warmer,2013,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,Goliath,bataleon--goliath,2005,introduced,verified,https://bataleon.com/pages/board-archive | https://thegoodride.com/snowboard-reviews/bataleon-goliath-snowboard-review/,,
CATALOG_ONLY,,,,,Bataleon,Love Powder,bataleon--love-powder,2015,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,Magic Carpet,bataleon--magic-carpet,2016,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,Omni,bataleon--omni,2010,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,Party Wave,bataleon--party-wave,2019,introduced,verified,https://bataleon.com/pages/board-archive | https://thegoodride.com/snowboard-reviews/bataleon-party-wave-2020-snowboard-review/,,
CATALOG_ONLY,,,,,Bataleon,Placebo,bataleon--placebo,,unknown,likely,https://bataleon.com/collections/all-snowboards,,
CATALOG_ONLY,,,,,Bataleon,Push Up,bataleon--push-up,2013,introduced,verified,https://bataleon.com/pages/board-archive | https://bataleon.com/collections/all-snowboards,,
CATALOG_ONLY,,,,,Bataleon,Riot,bataleon--riot,2008,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,Spirit,bataleon--spirit,2018,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,Stallion,bataleon--stallion,2018,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,Stereo,bataleon--stereo,,unknown,likely,https://bataleon.com/collections/all-snowboards,,
CATALOG_ONLY,,,,,Bataleon,Surfer,bataleon--surfer,2017,introduced,verified,https://bataleon.com/pages/board-archive | https://bataleon.com/collections/all-snowboards,,
CATALOG_ONLY,,,,,Bataleon,The Hero,bataleon--the-hero,2005,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,The Jam,bataleon--the-jam,2008,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,Thunder,bataleon--thunder,2021,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,Turbo,bataleon--turbo,2025,introduced,verified,https://bataleon.com/pages/board-archive | https://bataleon.com/collections/all-snowboards,,
CATALOG_ONLY,,,,,Bataleon,Undisputed,bataleon--undisputed,2006,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,Violenza,bataleon--violenza,2007,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,Wallie,bataleon--wallie,2017,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,Bataleon,Whatever,bataleon--whatever,2012,introduced,verified,https://bataleon.com/pages/board-archive,,
CATALOG_ONLY,,,,,BC Stream,Hammerhead NW,bc-stream--hammerhead-nw,2026,introduced,likely,https://bc-stream.com/,,
CATALOG_ONLY,,,,,Burton,3D Daily Driver,burton--3d-daily-driver,2023,introduced,likely,https://snowboardingprofiles.com/2023-burton-snowboards-overview,,
CATALOG_ONLY,,,,,Burton,3D Deep Daze,burton--3d-deep-daze,2023,introduced,verified,https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://steepdb.com/b/burton/,,
CATALOG_ONLY,,,,,Burton,3D Double Dog,burton--3d-double-dog,2023,introduced,verified,https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://steepdb.com/b/burton/,,
CATALOG_ONLY,,,,,Burton,A Deck,burton--a-deck,1996,earliest_sourced,verified,https://boardvault.net/snowboards/year/1996 | https://boardvault.net/snowboards/year/1997 | https://boardvault.net/snowboards/1996/deck-1996 | https://web.archive.org/web/199610/http://www.burton.com/ | https://web.archive.org/web/199802/http://www.burton.com/,,
CATALOG_ONLY,,,,,Burton,A Series,burton--a-series,1998,earliest_sourced,likely,https://boardvault.net/snowboards/year/1998 | https://boardvault.net/snowboards/1998/series-1998,,
CATALOG_ONLY,,,,,Burton,After School Special,burton--after-school-special,2011,earliest_sourced,verified,https://boardvault.net/snowboards/year/2011 | https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/2011/mini-shred-after-school-special-2011 | https://www.snowdb.com/catalog/burton | https://archive.org/details/burton-hardgoods-2014-d.-d.-teoli-jr.-a.-c. | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://snowboardingprofiles.com/2023-burton-snowboards-overview,,
CATALOG_ONLY,,,,,Burton,Aftermath,burton--aftermath,2012,earliest_sourced,verified,https://boardvault.net/snowboards/year/2012 | https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/aftermath-2012 | https://www.snowdb.com/catalog/burton | https://www.snowboard-review.com/snowboard_reviews/c/burton/2012/,,
CATALOG_ONLY,,,,,Burton,Air,burton--air,1987,earliest_sourced,verified,https://boardvault.net/snowboards/year/1987 | https://boardvault.net/snowboards/year/1994 | https://boardvault.net/snowboards/year/2008 | https://boardvault.net/snowboards/1987/air-1987 | https://archive.org/details/burton-snowboards-1988 | https://www.burton.com/en-us/blogs/the-burton-blog/burton-snowboards-history | https://retrosnow.com/product-category/burton/ | https://snowboarding8090.com/boards-1980-1995/ | https://archive.org/details/burton-1993-catalog-advanced-snowboard-science | https://www.michigansnowboardmuseum.com/burton---firsts--unique-decks.html | https://snowboardmag.com/stories/lineage-the-infallible-burton-custom | https://www.burton.com/en-us/blogs/the-burton-blog/burton-archives-team-rider-favorites,,
CATALOG_ONLY,,,,,Burton,Alekesam,burton--alekesam,2025,introduced,likely,https://blauerboardshop.com/blogs/snowboarding/2025-burton-snowboards-overview,,
CATALOG_ONLY,,,,,Burton,Alp,burton--alp,1995,earliest_sourced,verified,https://boardvault.net/snowboards/year/1995 | https://boardvault.net/snowboards/year/1997 | https://boardvault.net/snowboards/year/1999 | https://boardvault.net/snowboards/1995/alp-1995 | https://web.archive.org/web/199610/http://www.burton.com/ | https://web.archive.org/web/199802/http://www.burton.com/,,
CATALOG_ONLY,,,,,Burton,Alpha,burton--alpha,2007,earliest_sourced,verified,https://boardvault.net/snowboards/year/2007 | https://boardvault.net/snowboards/year/2008 | https://boardvault.net/snowboards/2007/alpha-2007 | https://www.snowdb.com/catalog/burton,,
CATALOG_ONLY,,,,,Burton,Amp,burton--amp,1995,earliest_sourced,likely,https://boardvault.net/snowboards/year/1995 | https://boardvault.net/snowboards/year/1996 | https://boardvault.net/snowboards/1995/amp-1995,,
CATALOG_ONLY,,,,,Burton,Amplifier,burton--amplifier,2018,introduced,verified,https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/,,
CATALOG_ONLY,,,,,Burton,Anti-Social,burton--anti-social,2013,earliest_sourced,verified,https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/anti-social-2013 | https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/,,
CATALOG_ONLY,,,,,Burton,Antler,burton--antler,2013,earliest_sourced,verified,https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/antler-2013 | https://www.snowboard-review.com/snowboard_reviews/c/burton/2013/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2018/,,
CATALOG_ONLY,,,,,Burton,Artifact,burton--artifact,2012,introduced,verified,https://archive.org/details/burton-hardgoods-2014-d.-d.-teoli-jr.-a.-c.,,
CATALOG_ONLY,,,,,Burton,Asym Air,burton--asym-air,1992,earliest_sourced,verified,https://boardvault.net/snowboards/year/1992 | https://boardvault.net/snowboards/year/1994 | https://boardvault.net/snowboards/year/1995 | https://boardvault.net/snowboards/1992/asym-air-1992 | https://www.michigansnowboardmuseum.com/burton---early-years-to-the-modern-twin.html | https://retrosnow.com/product-category/burton/ | https://snowboarding8090.com/boards-1980-1995/ | https://archive.org/details/burton-1993-catalog-advanced-snowboard-science,,
CATALOG_ONLY,,,,,Burton,Aura,burton--aura,2009,earliest_sourced,likely,https://boardvault.net/snowboards/year/2009 | https://boardvault.net/snowboards/2009/aura-2009,,
CATALOG_ONLY,,,,,Burton,Backhill (BB1),burton--backhill-bb1,1978,introduced,verified,https://boardvault.net/snowboards/year/1979 | https://boardvault.net/snowboards/year/1982 | https://boardvault.net/snowboards/year/1985 | https://boardvault.net/snowboards/1979/backhill-1979 | https://www.burton.com/en-us/blogs/the-burton-blog/burton-snowboards-history | https://www.michigansnowboardmuseum.com/burton---early-years-to-the-modern-twin.html | https://www.vintagewinter.com/blogs/blog/4555102-vintage-burton-snowboards | https://www.vintagewinter.com/collections/vintage-snowboards,,
CATALOG_ONLY,,,,,Burton,Backseat Driver,burton--backseat-driver,2020,introduced,verified,https://www.snowboard-review.com/snowboard_reviews/c/burton/2020/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/ | https://steepdb.com/b/burton/,,
CATALOG_ONLY,,,,,Burton,Backyard (BBII),burton--backyard-bbii,1979,earliest_sourced,verified,https://boardvault.net/snowboards/year/1979 | https://boardvault.net/snowboards/year/1982 | https://boardvault.net/snowboards/year/1984 | https://boardvault.net/snowboards/1979/backyard-1979 | https://www.michigansnowboardmuseum.com/burton---early-years-to-the-modern-twin.html | https://www.vintagewinter.com/blogs/blog/4555102-vintage-burton-snowboards | https://retrosnow.com/product-category/burton/ | https://snowboarding8090.com/boards-1980-1995/ | https://www.burton.com/en-us/blogs/the-burton-blog/burton-snowboards-history,,
CATALOG_ONLY,,,,,Burton,Balance,burton--balance,1996,earliest_sourced,likely,https://boardvault.net/snowboards/year/1996 | https://boardvault.net/snowboards/year/2000 | https://boardvault.net/snowboards/year/2002 | https://boardvault.net/snowboards/1996/balance-1996,,
CATALOG_ONLY,,,,,Burton,Baron,burton--baron,2004,earliest_sourced,likely,https://boardvault.net/snowboards/year/2004 | https://boardvault.net/snowboards/year/2006 | https://boardvault.net/snowboards/year/2007 | https://boardvault.net/snowboards/2004/baron-2004,,
CATALOG_ONLY,,,,,Burton,Barracuda,burton--barracuda,2012,earliest_sourced,verified,https://boardvault.net/snowboards/year/2012 | https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/barracuda-2012 | https://www.snowdb.com/catalog/burton | https://archive.org/details/burton-hardgoods-2014-d.-d.-teoli-jr.-a.-c. | https://www.snowboard-review.com/snowboard_reviews/c/burton/2014/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/ | https://www.snowboard-review.com/snowboard_reviews/c/burton/2017/,,
CATALOG_ONLY,,,,,Burton,BBY,burton--bby,2009,earliest_sourced,likely,https://boardvault.net/snowboards/year/2009 | https://boardvault.net/snowboards/2009/bby-2009,,
CATALOG_ONLY,,,,,Burton,Big Gulp,burton--big-gulp,2021,introduced,likely,https://www.snowboard-review.com/snowboard_reviews/c/burton/2021/,,
CATALOG_ONLY,,,,,Burton,Blacktop,burton--blacktop,1994,introduced,verified,https://retrosnow.com/product-category/burton/ | https://www.michigansnowboardmuseum.com/burton---firsts--unique-decks.html,,
CATALOG_ONLY,,,,,Burton,Blender,burton--blender,2009,earliest_sourced,verified,https://boardvault.net/snowboards/year/2009 | https://boardvault.net/snowboards/year/2012 | https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/2009/blender-2009 | https://www.snowdb.com/catalog/burton | https://archive.org/details/burton-hardgoods-2014-d.-d.-teoli-jr.-a.-c.,,
CATALOG_ONLY,,,,,Burton,Blossom,burton--blossom,2023,introduced,verified,https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://blauerboardshop.com/blogs/snowboarding/2025-burton-snowboards-overview | https://www.burton.com/en-us/collections/snowboards,,
CATALOG_ONLY,,,,,Burton,Blunt,burton--blunt,2006,earliest_sourced,verified,https://boardvault.net/snowboards/year/2006 | https://boardvault.net/snowboards/year/2009 | https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/2006/blunt-2006 | https://www.snowdb.com/catalog/burton | https://archive.org/details/burton-hardgoods-2014-d.-d.-teoli-jr.-a.-c. | https://www.snowboard-review.com/snowboard_reviews/c/burton/2016/,,
CATALOG_ONLY,,,,,Burton,BMC,burton--bmc,2001,earliest_sourced,likely,https://boardvault.net/snowboards/year/2001 | https://boardvault.net/snowboards/year/2002 | https://boardvault.net/snowboards/year/2003 | https://boardvault.net/snowboards/2001/bmc-2001,,
CATALOG_ONLY,,,,,Burton,Board Amazing,burton--board-amazing,2011,earliest_sourced,verified,https://boardvault.net/snowboards/year/2011 | https://boardvault.net/snowboards/2011/meateaters-board-amazing-2011 | https://www.snowdb.com/catalog/burton,,
CATALOG_ONLY,,,,,Burton,Board of Health,burton--board-of-health,2012,earliest_sourced,verified,https://boardvault.net/snowboards/year/2012 | https://boardvault.net/snowboards/meateaters-board-health-2012 | https://www.snowdb.com/catalog/burton,,
CATALOG_ONLY,,,,,Burton,Bottom Feeder,burton--bottom-feeder,2019,introduced,likely,https://www.snowboard-review.com/snowboard_reviews/c/burton/2019/,,
CATALOG_ONLY,,,,,Burton,Branch Manager,burton--branch-manager,2017,introduced,likely,https://www.snowboard-review.com/snowboard_reviews/c/burton/2017/,,
CATALOG_ONLY,,,,,Burton,Brushie,burton--brushie,1993,earliest_sourced,verified,https://boardvault.net/snowboards/year/1993 | https://boardvault.net/snowboards/year/1995 | https://boardvault.net/snowboards/year/1996 | https://boardvault.net/snowboards/1993/brushie-1993 | https://www.michigansnowboardmuseum.com/burton---early-years-to-the-modern-twin.html | https://retrosnow.com/product-category/burton/ | https://archive.org/details/burton-1993-catalog-advanced-snowboard-science | https://www.burton.com/en-us/blogs/the-burton-blog/burton-snowboards-history | https://www.burton.com/en-us/blogs/the-burton-blog/burton-innovation | https://snowboarding8090.com/boards-1980-1995/,,
CATALOG_ONLY,,,,,Burton,Bullet,burton--bullet,2001,earliest_sourced,verified,https://boardvault.net/snowboards/year/2001 | https://boardvault.net/snowboards/year/2007 | https://boardvault.net/snowboards/year/2013 | https://boardvault.net/snowboards/2001/bullet-2001 | https://www.snowdb.com/catalog/burton | https://archive.org/details/burton-hardgoods-2014-d.-d.-teoli-jr.-a.-c.,,
CATALOG_ONLY,,,,,Burton,Burden,burton--burden,2012,earliest_sourced,verified,https://boardvault.net/snowboards/year/2012 | https://boardvault.net/snowboards/meateaters-burden-2012 | https://www.snowdb.com/catalog/burton,,
CATALOG_ONLY,,,,,Burton,Canyon,burton--canyon,1999,earliest_sourced,likely,https://boardvault.net/snowboards/year/1999 | https://boardvault.net/snowboards/year/2002 | https://boardvault.net/snowboards/year/2005 | https://boardvault.net/snowboards/1999/canyon-1999,,
CATALOG_ONLY,,,,,Burton,Cartographer,burton--cartographer,2023,introduced,verified,https://snowboardingprofiles.com/2023-burton-snowboards-overview | https://blauerboardshop.com/blogs/snowboarding/2025-burton-snowboards-overview,,
